label,sentence1,sentence2
hypocrisy,"Our government forgot about our Christianity? For a long time we fought Muslims, putting an end to their brutality. And now we support them? How could we do such a thing? Soldiers must solve this problem, because this is the real conflict.",Have you forgotten that this country respects people of all religions?
denouncing,These despicable Muslims hadn't won yet. Now there will be a cruel punishment!,Bloody retribution? Most people of all faiths are just getting on with their lives and a tiny minority like your comment seems to be trying to create conflict. But I do not think any of you are winning.
hypocrisy,Islam is all about hate! When Muslims first set foot in Britain was when race hate started in England!,So race hate started when Westerners could not tolerate other people who had different beliefs?
hypocrisy,"Islam does not help science progression, because it does not have useful elements and it isn't rational.",Apart from all the scientists that are also muslim?
question,Almost all Muslims in the UK are jobless and choose not to work.,Where did you get this figure from? Might I get some real evidence for this? Because this seems very much unrealistic.
denouncing,Muslims have no place in civilised Europe.,How can you say that about a faith of 1.6 billion people?
denouncing,"We should have a flaming punishment on these Muslims, before they win.",Bloody retribution? Most people of all faiths are just getting on with their lives and a tiny minority like your comment seems to be trying to create conflict. But I do not think any of you are winning.
question,"Islam has nothing to do with western culture and as soon as the west will understand, this religion will be defeated.",Have you thought about what western value is what Islam is really about?
facts,"Muslims, if they cannot assimilate, they should emigrate.",Many groups of people feel excluded for many reasons and should be supported.
facts,A recent poll confirm a thrid of Britons believe there is a 'fundamental clash' between Islam and 'British values'.,"Did anyone identify what 'British values' are, or are we all still just making it up as we go along. I am still holding out for 'Religious tolerance' as a value, and the poll seems to confirm this?"
facts,Doesn't the Koran say: 'Murder all the non-Muslims wherever they hide'?,"No, that is a misunderstanding. Actually they denounce violence."
facts,A Muslim is only allied with Allah.,"No, a person can be religious and have multiple allegiances and responsibilities."
facts,"Europe is civilised, Muslims should not stay there.",There are centuries old Islamic communities in Europe.
support,Islam is a just a repressive ideology that persecutes women and gay people.,Islam oppresses and persecutes gay and women.
denouncing,Never break bread with a Quranimal. You risk catching HIV and/or Ebola.,Can you not see how offensive this is? Just replace what you said with any other group of people.
facts,The police and the government are defending muslim gangs and they must be considered as traitors of our society.,The only reason these gangs exist in the first place is because they do not have an institution like the BBC or the Church to shield them.
