label,sentence1,sentence2
facts,"Les hommes musulmans sont cruels, les femmes musulmanes sont misérables.",Les femmes sont très précieuses dans l'islam et elles sont portées à leurs juste valeur.
question,Les femmes voilées sont misérables et réprimées.,Apportez vos preuves.
denouncing,Le voile islamique est la démonstration d'un islam politique.,Affirmation qui vise à reléguer une catégorie de citoyens de la sphère publique.
hypocrisy,Les musulmans ne laissent pas les gens s'en prendre à cause du ramadan.,Le jeune est une démarche personnelle.
facts,"Musulmans, partez!","C'est impossible, la musulmanie a été engloutie il y a bien longtemps, en meme temps que l'atlantide, située à 2km plus au nord."
denouncing,"L'islam est une religion de guerre, nous devons tous le combattre.",Quand est ce que nous combattrons tes propos ?
denouncing,"L'islam est la religion de la guerre, il ne faut pas le laisser.",Tes paroles confirment que tu ne connais pas la définition des mots que tu emploies.
denouncing,Ton voile est une agression contre moi.,Je ne vous ai pas forcé en quoi que ce soi et encore moins à m adresser la parole passez votre chemin au lieu d agresser les gens.
denouncing,Les musulmans sont tous des terroristes fondamentalistes islamistes salafistes.,Arrêter de regarder BFM tv.
facts,Le voile dans l'Islam a une signification politique.,"Quand même cela serait-il, exprimer son adhésion à une idéologie, une religion, une philosophie dans l'espace public est protégé par l'article 9 de la CEDH."
question,Les femmes voilées sont soumises et obligées de porter le foulard.,Avez vous discuté avec les femmes voilées pour tenir de tels propos.
unrelated,Les musulmans veulent rendre toute la viande francaise halal.,Prenez la décision de l'acte. Communiquez vos désirs. Écoutez et mettez en place des commentaires. Commentez l'expérience une fois terminée.
denouncing,L'islam est la religion de l'obscurantisme.,Jugement personnel que vous souhaitez érigez en règle universelle.
hypocrisy,Les musulmans ne sont pas tolérants envers les non-musulmans.,"Essaie de remplacer le mot musulman, c'est répété 2 fois, c est pas très joli."
question,Le voile islamique est la démonstration d'un islam politique.,N'êtes vous pas entrain de faire un procès d'intention?
facts,Les musulmans sont tous des terroristes.,Il n'y a que des extrémistes pour tenir ses propos.
unrelated,L'islam va à l'encontre des valeurs francaises.,Restez calme. Ne fuyez pas. Éloignez-vous lentement. Restez sur le qui-vive.
denouncing,Vous ne devriez pas croire les musulmans.,Votre objectif est de briser la concorde nationale? Vous n' y parviendrez pas.
facts,L'islam nous envahira: c'est l'islamisation.,Ahhh bon! Ahhh c'est pour sa que de plus en plus de français s'expatrie! Au soleil! Euh dans les pays musulmans ou il fait bon vivre!
facts,Le voile dans l'Islam a une signification politique.,Le voile islamique relève des convictions propres a chacun.
facts,Le voile islamique est une honte pour nous.,"Dans une république laïque, chacune et chacun se vêt selon ses convenances."
facts,L'islam pose beaucoup de problèmes à notre société.,C'est que la propagande de masse fonctionne bien.
unrelated,L.es migrants représentent la 5eme colonne.,Préparez un mélange de nettoyage.
question,Les musulmans sont de mauvaises personnes.,Faite vous la différence entre arabe et musulman?
support,Les musulmans sont tous des terroristes fondamentalistes islamistes salafistes.,L'islam et le terrorisme sont des synonymes.
question,Nous voyons de plus en plus un problème musulman.,Pouvez vous détailler vos propos car les problèmes dont vous parlez sont sûrement des problèmes sociaux economique.
denouncing,L'islam pose beaucoup de problèmes à notre société.,La France est un pays de tolérance et de paix.
support,"""l'islamophobie"" c'est les musulmans qui veulent empêcher le blasphème.",L'islamophobie est interdite par les musulmans.
facts,Les musulmans ne sont pas tolérants aux autres religions.,Par definitîon le musulman aime la vie et les gens qui la compose.
facts,L'islam et le terrorisme sont des synonymes.,"A l heure actuelle , le seul terrorisme est le terrorisme d etat. Je ne citerai pas la grande puissance mondiale qui s est octroyé le droit de vie et de mort sur la planéte entiere ou encore certains états voyoux assassins coloniaix proxhe orientaux."
facts,L'islamisation est une menace.,L'islam est déjà depuis longtemps la première religion en terme de pratiquants.
facts,Les femmes voilées sont soumises et obligées de porter le foulard.,Il n'ya rien qui justifierait qu'une femme soit obligé de porter le voile.
facts,L'islamisation est nuisible.,En France la majorité des citoyens sont contre le voile où tout autre signe religieux. Cette réalité il faut l'admettre.
facts,Les musulmans forcent les gens à jeûner pendant le ramadan.,"Il y a une raison religieuse derrière cela. En outre, les médecins empêchent les personnes qui vont subir une intervention chirurgicale de manger aussi."
facts,Tous les musulmans sont cruels.,L'islam condamne la violence.
denouncing,L'islam nous envahira: c'est l'islamisation.,Induire La peur et rien que la peur!
question,Ton voile est une agression contre moi.,Pourquoi c'est agressif pour toi?
facts,Nous voyons de plus en plus un problème musulman.,"Il n'y a pas de problème musulman en France, il y a de plus en plus un problème avec la visibilité des musulmans."
denouncing,Le voile islamique est un assaut pour nous.,Ces que tu comprend pas le sens de cette tenu.
support,"En fin de compte, les musulmans veulent soit nous convertir soit nous tuer.",Les musulmans minent notre société.
question,Le voile dans l'Islam a une signification politique.,Qu'est ce que c est?
facts,"On voudrait nous faire croire que c'est normal, bientôt nos petites filles voilées.","Ce sont nos filles, nous avons le choix de les éduquer comme nous le souhaitons."
facts,L'islam ne partage pas nos valeurs républicaines.,Islam est par définition la valeur universelle.
denouncing,Les femmes voilées sont misérables et réprimées.,Non ce n'est pas le cas.
facts,Musulmans: retournez dans votre pays.,"Comme toutes les religions, l'Islam est universel et n'a pas un pays spécifique."
facts,Les musulmans ne sont pas tolérants aux autres religions.,#islamophobie. Les musulmans ne sont pas une masse homogène et la misanthropie n'est pas propre aux musulmans.
facts,Le voile représente l'humeur politique des musulmans.,"L Islam n est pas une politique, c est une religion."
question,Tous les musulmans sont des terroristes radicaux.,"Et pour les autres religions, on dit quoi?"
denouncing,Le voile représente l'humeur politique des musulmans.,Ces votre vision des choses cela ne veut pas dire qu'en vous avez raison.
humor,Le voile islamique est une honte pour nous.,Comment vous sentiriez-vous si je vous disais que votre bonnet est une agression contre moi?
facts,Les femmes voilées sont soumises et obligées de porter le foulard.,C'est leur choix et elles sont libres d'en porter
facts,Le voile représente l'humeur politique des musulmans.,"Le voile est un choix personnel et religieux. Personnellement, je n'ai jamais vu un hijab faire campagne."
hypocrisy,L'islam crée des problèmes pour notre société.,"Si pour vous, prier et faire le bien est un problème,alors c est vous le problème."
facts,Les femmes voilées sont misérables et portent le voile contre leur volonté.,Soumises oui mais à Dieu.
facts,L'islam et le terrorisme sont des synonymes.,Le terme islamisme a été inventé lors de la colonisation pour designer ceux qui étaient contre les colons et leur politique dinhibation de l'islam notamment au maghreb.
support,Les musulmans détestent quiconque n'est pas musulman.,Les musulmans ne sont pas tolérants envers les non-musulmans.
facts,Les femmes voilées sont misérables et réprimées.,"Tout comme vous, les femmes voilées sont dotées du libre arbitre. Le port ou non du voile est une décision personnelle."
humor,Ton voile est une agression contre moi.,Agression est un bien grand mot.
facts,Le voile contredit notre société.,Bien au contraire la laïcité permet à tout citoyen de vivre librement sa confession.
denouncing,Les femmes voilées sont misérables et portent le voile contre leur volonté.,"C'est évident si elles sont comme vous dites ""soumises""."
humor,"L'islam est mauvais, nous devrions nous en débarrasser.",A quand l antivirus des fascistes?
denouncing,Les musulmans sont tous pareils.,Ah bon? Soyez crédible.
hypocrisy,Le voile dans l'Islam a une signification politique.,Les insignes politiques font ils l'objet d'une interdiction dans l'espace public? Non!
hypocrisy,L'islam crée des problèmes pour notre société.,"Il y aura ""le problème musulman"" tant que les média parlent des musulmans sans leur donner la parole."
denouncing,Je ne veux pas de musulmans dans notre pays.,Nous n'avons pas besoin de votre validation pour vivre notre foi seulement de tolérence.
facts,"Musulmans, partez!","Je suis française, j'aime ma France Liberté Égalité Fraternité, malheureusement il n'y a plus beaucoup de français depuis bien longtemps, ils ont amputé ses valeurs si precieuses."
facts,Le voile islamique est la démonstration d'un islam politique.,En France car ils ont peut de la différence de l'autre depuis toujours. Historiquement prouvé.
hypocrisy,Les musulmans utilisent le système français.,Ah bon? C est contraire aux principes des musulmans de profiter d un échec!
facts,Les musulmans sont tous des terroristes.,"Je ne cautionne pas ce propos. Si on remonte au debut du terrorisme, les initiateurs n ont pas été les musulmans."
denouncing,Ton voile est une agression contre moi.,C'est votre problème pas le mien!
facts,Les femmes voilées sont misérables et portent le voile contre leur volonté.,Non car Notre seigneur n'oblige personne à faire quoi que ce soit c'est notre volonté.
question,"Musulmans, partez!",La musulmanie?
question,"Musulmans, partez!",Mais lequel? Je ne sais vraiment pas lequel choisir!
humor,Le voile islamique est un assaut pour nous.,T'aime pas la couleur?
hypocrisy,Les femmes voilées sont misérables et portent le voile contre leur volonté.,La foi ne s'impose pas.
denouncing,Tous les musulmans sont des terroristes radicaux.,C'est du délire islamophobe.
